Date,Impressions,CTR,Clicks,CPC,Cost,ROI,Revenue,Device
2023-08-25,4907222,0.891,4372334,1.357,5933257.238,0.863,5120400.996,Desktop
2023-08-26,2982638,0.131,390725,1.174,458711.15,1.025,470178.929,Mobile
2023-08-27,398223,0.285,113493,0.502,56973.486,1.407,80161.695,Mobile
2023-08-27,1312909,0.301,395185,0.286,113022.91,1.198,135401.446,Mobile
2023-08-28,2428258,0.431,1046579,2.344,2453181.176,1.374,3370670.936,Mobile
2023-08-29,5659838,0.068,384868,0.788,303275.984,1.373,416397.926,Desktop
2023-08-30,43417,0.262,11375,1.586,18040.75,1.131,20404.088,Desktop
2023-08-30,8734362,0.95,8297643,0.786,6521947.398,1.039,6776303.347,Desktop
2023-08-31,1811219,0.326,590457,2.036,1202170.452,1.043,1253863.781,Mobile
2023-09-01,7275908,0.513,3732540,0.425,1586329.5,1.406,2230379.277,Desktop
2023-09-02,3579350,0.562,2011594,2.09,4204231.46,0.826,3472695.186,Desktop
2023-09-02,8232707,0.928,7639952,1.513,11559247.376,1.204,13917333.841,Mobile
2023-09-03,9646513,0.156,1504856,0.813,1223447.928,1.011,1236905.855,Desktop
2023-09-04,7987602,0.525,4193491,2.317,9716318.647,0.937,9104190.572,Desktop
2023-09-04,3561759,0.302,1075651,1.071,1152022.221,0.899,1035667.977,Mobile
2023-09-05,4069784,0.737,2999430,1.681,5042041.83,0.904,4558005.814,Mobile
2023-09-06,7504297,0.037,277658,0.419,116338.702,0.892,103774.122,Desktop
2023-09-07,9865964,0.125,1233245,0.851,1049491.495,0.758,795514.553,Mobile
2023-09-07,5595945,0.041,229433,1.818,417109.194,1.49,621492.699,Mobile
2023-09-08,5597048,0.026,145523,1.858,270381.734,1.535,415035.962,Mobile
2023-09-09,4520922,0.478,2161000,1.562,3375482.0,1.184,3996570.688,Mobile
2023-09-10,4973121,0.174,865323,1.693,1464991.839,1.229,1800474.97,Desktop
2023-09-10,2629120,0.274,720378,1.144,824112.432,0.974,802685.509,Desktop
2023-09-11,7549834,0.672,5073488,0.83,4210995.04,1.295,5453238.577,Desktop
2023-09-12,3386694,0.958,3244452,1.156,3750586.512,1.107,4151899.269,Desktop
2023-09-13,3234406,0.811,2623103,0.817,2143075.151,0.86,1843044.63,Desktop
2023-09-13,8099555,0.762,6171860,0.333,2055229.38,1.546,3177384.621,Desktop
2023-09-14,4948304,0.994,4918614,0.706,3472541.484,0.928,3222518.497,Desktop
2023-09-15,7702290,0.201,1548160,2.226,3446204.16,1.544,5320939.223,Mobile
2023-09-15,3475074,0.123,427434,2.23,953177.82,1.309,1247709.766,Desktop
2023-09-16,7760327,0.295,2289296,0.468,1071390.528,1.119,1198886.001,Mobile
2023-09-17,3925553,0.595,2335704,0.541,1263615.864,1.243,1570674.519,Desktop
2023-09-18,1206806,0.857,1034232,0.892,922534.944,1.196,1103351.793,Desktop
2023-09-18,5619473,0.644,3618940,2.023,7321115.62,1.283,9392991.34,Mobile
2023-09-19,1868478,0.934,1745158,0.492,858617.736,1.096,941045.039,Mobile
2023-09-20,9393636,0.7,6575545,1.217,8002438.265,1.268,10147091.72,Mobile
2023-09-21,18,0.104,1,0.765,0.765,1.027,0.786,Mobile
2023-09-21,266797,0.202,53892,2.252,121364.784,1.424,172823.452,Desktop
2023-09-22,6377527,0.377,2404327,1.576,3789219.352,1.173,4444754.3,Mobile
2023-09-23,2960897,0.394,1166593,2.259,2635333.587,1.037,2732840.93,Desktop
2023-09-23,8628658,0.402,3468720,1.79,6209008.8,1.116,6929253.821,Mobile
2023-09-24,5426457,0.451,2447332,1.641,4016071.812,0.827,3321291.389,Desktop
2023-09-25,1839543,0.416,765249,1.305,998649.945,1.183,1181402.885,Mobile
2023-09-26,1380236,0.01,13802,1.525,21048.05,1.525,32098.276,Mobile
2023-09-26,7826772,0.823,6441433,2.003,12902190.299,1.07,13805343.62,Desktop
2023-09-27,5924715,0.771,4567955,1.024,4677585.92,1.149,5374546.222,Desktop
2023-09-28,5677684,0.603,3423643,2.111,7227310.373,1.015,7335720.029,Mobile
2023-09-29,7286997,0.176,1282511,0.708,908017.788,1.446,1312993.721,Desktop
2023-09-29,3725692,0.757,2820348,1.134,3198274.632,1.188,3799550.263,Mobile
2023-09-30,5288367,0.171,904310,0.954,862711.74,1.068,921376.138,Mobile
2023-10-01,1251408,0.643,804655,1.305,1050074.775,1.546,1623415.602,Mobile
2023-10-02,9654050,0.261,2519707,1.715,4321297.505,1.441,6226989.705,Desktop
2023-10-02,7480657,0.791,5917199,0.322,1905338.078,1.225,2334039.146,Mobile
2023-10-03,4865006,0.277,1347606,2.086,2811106.116,0.919,2583406.521,Desktop
2023-10-04,2044871,0.981,2006018,1.027,2060180.486,1.239,2552563.622,Desktop
2023-10-04,1064522,0.226,240581,0.281,67603.261,1.311,88627.875,Desktop
2023-10-05,9003815,0.116,1044442,0.488,509687.696,1.403,715091.837,Mobile
2023-10-06,9140024,0.099,904862,1.021,923864.102,1.268,1171459.681,Mobile
2023-10-07,3772457,0.585,2206887,0.506,1116684.822,1.255,1401439.452,Desktop
2023-10-07,6447457,0.489,3152806,1.878,5920969.668,0.906,5364398.519,Mobile
2023-10-08,1079204,0.898,969125,1.769,1714382.125,1.495,2563001.277,Mobile
2023-10-09,8961043,0.999,8952081,1.164,10420222.284,1.403,14619571.864,Mobile
2023-10-10,3509073,0.712,2498459,1.721,4299847.939,0.759,3263584.586,Desktop
2023-10-10,3976660,0.666,2648455,1.31,3469476.05,1.052,3649888.805,Desktop
2023-10-11,9989497,0.293,2926922,2.059,6026532.398,1.043,6285673.291,Desktop
2023-10-12,7493314,0.508,3806603,1.35,5138914.05,1.413,7261285.553,Mobile
2023-10-12,8833432,0.968,8550762,0.357,3052622.034,1.145,3495252.229,Mobile
2023-10-13,4130185,0.618,2552454,2.251,5745573.954,0.862,4952684.748,Mobile
2023-10-14,4740905,0.315,1493385,1.187,1772647.995,1.157,2050953.73,Desktop
2023-10-15,4041349,0.776,3136086,1.362,4271349.132,1.275,5445970.143,Desktop
2023-10-15,1593620,0.225,358564,0.996,357129.744,1.489,531766.189,Mobile
2023-10-16,6003964,0.923,5541658,1.474,8168403.892,1.286,10504567.405,Desktop
2023-10-17,4503071,0.512,2305572,1.692,3901027.824,1.146,4470577.886,Desktop
2023-10-18,5162033,0.352,1817035,0.249,452441.715,1.154,522117.739,Desktop
2023-10-18,4712054,0.334,1573826,1.305,2053842.93,1.37,2813764.814,Mobile
2023-10-19,823430,0.902,742733,0.938,696683.554,1.512,1053385.534,Mobile
2023-10-20,5062478,0.815,4125919,1.952,8053793.888,0.755,6080614.385,Mobile
2023-10-21,8820137,0.118,1040776,0.162,168605.712,0.991,167088.261,Desktop
2023-10-21,2282567,0.94,2145612,0.788,1690742.256,0.842,1423604.98,Mobile
2023-10-22,5412112,0.948,5130682,0.583,2991187.606,0.912,2727963.097,Desktop
2023-10-23,8150305,0.187,1524107,0.198,301773.186,0.793,239306.136,Desktop
2023-10-23,9574358,0.865,8281819,2.001,16571919.819,1.483,24576157.092,Mobile
2023-10-24,1475260,0.4,590104,1.485,876304.44,1.139,998110.757,Mobile
2023-10-25,1593208,0.232,369624,0.562,207728.688,0.863,179269.858,Mobile
2023-10-26,6050965,0.854,5167524,1.733,8955319.092,0.84,7522468.037,Desktop
2023-10-26,18355,0.693,12720,1.187,15098.64,1.533,23146.215,Mobile
2023-10-27,5584416,0.396,2211428,1.777,3929707.556,1.533,6024241.683,Desktop
2023-10-28,9844781,0.885,8712631,1.51,13156072.81,0.896,11787841.238,Mobile
2023-10-29,2095400,0.484,1014173,1.156,1172383.988,1.278,1498306.737,Mobile
2023-10-29,8790470,0.436,3832644,0.929,3560526.276,1.216,4329599.952,Mobile
2023-10-30,586210,0.669,392174,1.285,503943.59,0.837,421800.785,Desktop
2023-10-31,3983577,0.139,553717,1.823,1009426.091,1.002,1011444.943,Desktop
2023-10-31,9563780,0.119,1138089,2.133,2427543.837,1.208,2932472.955,Mobile
2023-11-01,3716987,0.133,494359,1.124,555659.516,1.548,860160.931,Mobile
2023-11-02,4758218,0.675,3211797,0.401,1287930.597,1.334,1718099.416,Mobile
2023-11-03,2634926,0.069,181809,1.16,210898.44,1.272,268262.816,Desktop
2023-11-03,3196921,0.804,2570324,0.492,1264599.408,0.808,1021796.322,Mobile
2023-11-04,3705633,0.794,2942272,0.218,641415.296,1.313,842178.284,Desktop
2023-11-05,1554813,0.324,503759,0.923,464969.557,0.899,418007.632,Desktop
2023-11-06,2998075,0.974,2920125,1.078,3147894.75,1.534,4828870.546,Mobile
2023-11-06,4551594,0.533,2425999,0.346,839395.654,0.956,802462.245,Desktop
2023-11-07,1145513,0.264,302415,1.995,603317.925,1.369,825942.239,Mobile
2023-11-08,4905440,0.959,4704316,1.768,8317230.688,0.817,6795177.472,Mobile
2023-11-09,3496311,0.211,737721,1.966,1450359.486,1.458,2114624.131,Mobile
2023-11-09,3416580,0.018,61498,0.994,61129.012,1.465,89554.003,Desktop
2023-11-10,5286599,0.259,1369229,0.108,147876.732,1.483,219301.194,Desktop
2023-11-11,9171152,0.796,7300236,1.868,13636840.848,1.109,15123256.5,Desktop
2023-11-11,1209168,0.595,719454,1.944,1398618.576,1.543,2158068.463,Mobile
2023-11-12,4585613,0.363,1664577,1.23,2047429.71,1.206,2469200.23,Desktop
2023-11-13,7684520,0.499,3834575,1.473,5648328.975,1.099,6207513.544,Mobile
2023-11-14,3209396,0.53,1700979,0.931,1583611.449,0.862,1365073.069,Mobile
2023-11-14,1279182,0.96,1228014,0.464,569798.496,0.984,560681.72,Mobile
2023-11-15,2744410,0.884,2426058,1.084,2629846.872,0.764,2009203.01,Desktop
2023-11-16,175837,0.005,879,0.111,97.569,0.86,83.909,Desktop
2023-11-17,5872155,0.763,4480454,2.125,9520964.75,1.519,14462345.455,Mobile
2023-11-17,6224047,0.76,4730275,0.51,2412440.25,0.764,1843104.351,Desktop
2023-11-18,3591869,0.14,502861,0.571,287133.631,1.119,321302.533,Desktop
2023-11-19,1679357,0.292,490372,1.187,582071.564,0.772,449359.247,Mobile
2023-11-19,6832570,0.129,881401,1.757,1548621.557,1.405,2175813.288,Mobile
2023-11-20,6745690,0.288,1942758,0.447,868412.826,0.79,686046.133,Desktop
2023-11-21,7779713,0.209,1625960,1.304,2120251.84,0.978,2073606.3,Desktop
2023-11-22,9389846,0.393,3690209,1.521,5612807.889,1.518,8520242.376,Desktop
2023-11-22,4718839,0.228,1075895,1.099,1182408.605,0.873,1032242.712,Desktop
2023-11-23,6979723,0.893,6232892,2.259,14080103.028,0.763,10743118.61,Mobile
2023-11-24,6722330,0.096,645343,1.691,1091275.013,1.502,1639095.07,Mobile
2023-11-25,6879492,0.814,5599906,0.841,4709520.946,1.09,5133377.831,Desktop
2023-11-25,657446,0.566,372114,1.981,737157.834,1.364,1005483.286,Mobile
2023-11-26,2827802,0.872,2465843,1.065,2626122.795,1.134,2978023.25,Mobile
2023-11-27,693799,0.006,4162,1.155,4807.11,1.093,5254.171,Mobile
2023-11-28,2822355,0.871,2458271,1.165,2863885.715,1.352,3871973.487,Desktop
2023-11-28,7714632,0.145,1118621,0.178,199114.538,0.91,181194.23,Desktop
2023-11-29,7015572,0.386,2708010,2.315,6269043.15,1.231,7717192.118,Desktop
2023-11-30,141265,0.861,121629,0.939,114209.631,1.371,156581.404,Desktop
2023-11-30,9825137,0.363,3566524,0.849,3027978.876,1.546,4681255.342,Mobile
2023-12-01,4625155,0.842,3894380,0.104,405015.52,1.542,624533.932,Desktop
2023-12-02,4545982,0.298,1354702,0.126,170692.452,0.85,145088.584,Desktop
2023-12-03,2348218,0.232,544786,1.872,1019839.392,1.077,1098367.025,Desktop
2023-12-03,4106018,0.181,743189,0.877,651776.753,0.982,640044.771,Mobile
2023-12-04,3038606,0.614,1865704,1.424,2656762.496,1.125,2988857.808,Mobile
2023-12-05,7781939,0.61,4746982,2.05,9731313.1,1.498,14577507.024,Desktop
2023-12-06,1914701,0.029,55526,1.366,75848.516,1.183,89728.794,Mobile
2023-12-06,6600254,0.769,5075595,0.397,2015011.215,0.756,1523348.479,Desktop
2023-12-07,5618700,0.446,2505940,1.659,4157354.46,0.885,3679258.697,Mobile
2023-12-08,205929,0.531,109348,0.377,41224.196,0.999,41182.972,Mobile
2023-12-08,7225224,0.492,3554810,2.288,8133405.28,0.875,7116729.62,Desktop
2023-12-09,979633,0.114,111678,2.188,244351.464,1.114,272207.531,Desktop
2023-12-10,3826438,0.629,2406829,0.223,536722.867,1.073,575903.636,Mobile
2023-12-11,3630589,0.731,2653960,0.854,2266481.84,1.263,2862566.564,Mobile
2023-12-11,3718888,0.22,818155,0.67,548163.85,1.072,587631.647,Mobile
2023-12-12,2033819,0.565,1149107,0.526,604430.282,1.177,711414.442,Mobile
2023-12-13,9072466,0.761,6904146,1.964,13559742.744,1.108,15024194.96,Desktop
2023-12-14,3790535,0.318,1205390,0.839,1011322.21,0.824,833329.501,Mobile
2023-12-14,2199117,0.633,1392041,1.398,1946073.318,0.848,1650270.174,Desktop
2023-12-15,4244699,0.811,3442450,1.275,4389123.75,0.856,3757089.93,Mobile
2023-12-16,3729740,0.883,3293360,1.443,4752318.48,1.446,6871852.522,Mobile
2023-12-17,3098515,0.916,2838239,1.075,3051106.925,1.082,3301297.693,Mobile
2023-12-17,5667024,0.466,2640833,0.974,2572171.342,1.219,3135476.866,Mobile
2023-12-18,9766524,0.356,3476882,2.131,7409235.542,1.165,8631759.406,Mobile
2023-12-19,7112093,0.221,1571772,1.657,2604426.204,1.178,3068014.068,Mobile
2023-12-19,7216183,0.038,274214,0.779,213612.706,0.903,192892.274,Desktop
2023-12-20,310254,0.821,254718,1.834,467152.812,1.353,632057.755,Mobile
2023-12-21,6491856,0.955,6199722,0.882,5468154.804,1.467,8021783.097,Desktop
2023-12-22,1551572,0.4,620628,0.642,398443.176,1.135,452233.005,Mobile
2023-12-22,7427126,0.818,6075389,1.519,9228515.891,1.53,14119629.313,Desktop
2023-12-23,8361887,0.22,1839615,1.838,3381212.37,0.822,2779356.568,Mobile
2023-12-24,106608,0.007,746,2.117,1579.282,0.83,1310.804,Mobile
2023-12-25,7989050,0.408,3259532,1.547,5042496.004,1.458,7351959.174,Desktop
2023-12-25,2510016,0.731,1834821,1.996,3662302.716,1.277,4676760.568,Mobile
2023-12-26,7226549,0.867,6265417,0.363,2274346.371,1.378,3134049.299,Desktop
2023-12-27,804900,0.166,133613,1.822,243442.886,1.387,337655.283,Mobile
2023-12-27,6594683,0.207,1365099,1.246,1700913.354,0.896,1524018.365,Mobile
2023-12-28,6577028,0.138,907629,1.753,1591073.637,1.013,1611757.594,Desktop
2023-12-29,2769899,0.635,1758885,2.344,4122826.44,1.167,4811338.455,Mobile
2023-12-30,9331094,0.737,6877016,1.53,10521834.48,0.791,8322771.074,Mobile
2023-12-30,7655157,0.634,4853369,1.346,6532634.674,0.97,6336655.634,Mobile
2023-12-31,10120,0.575,5819,0.727,4230.413,1.102,4661.915,Mobile
2024-01-01,4384812,0.343,1503990,2.0,3007980.0,0.968,2911724.64,Desktop
2024-01-02,3449430,0.107,369089,1.709,630773.101,1.257,792881.788,Desktop
2024-01-02,6478358,0.564,3653793,1.174,4289552.982,1.341,5752290.549,Mobile
2024-01-03,6668960,0.468,3121073,0.532,1660410.836,1.546,2566995.152,Desktop
2024-01-04,7791362,0.555,4324205,0.275,1189156.375,1.279,1520931.004,Mobile
2024-01-05,899805,0.066,59387,1.206,71620.722,1.12,80215.209,Mobile
2024-01-05,4450012,0.281,1250453,1.691,2114516.023,1.069,2260417.629,Desktop
2024-01-06,3572393,0.134,478700,2.113,1011493.1,0.783,791999.097,Mobile
2024-01-07,4263754,0.599,2553988,1.855,4737647.74,1.117,5291952.526,Mobile
2024-01-07,81340,0.171,13909,0.623,8665.307,0.939,8136.723,Mobile
2024-01-08,6150249,0.78,4797194,1.526,7320518.044,0.778,5695363.038,Desktop
2024-01-09,9043117,0.391,3535858,1.125,3977840.25,1.044,4152865.221,Mobile
2024-01-10,2604044,0.316,822877,2.101,1728864.577,1.376,2378917.658,Mobile
2024-01-10,2667800,0.035,93373,1.857,173393.661,0.85,147384.612,Mobile
2024-01-11,1667,0.573,955,0.344,328.52,1.519,499.022,Desktop
2024-01-12,4357898,0.532,2318401,1.354,3139114.954,1.317,4134214.394,Desktop
2024-01-13,8992866,0.847,7616957,1.234,9399324.938,1.159,10893817.603,Desktop
2024-01-13,1460342,0.107,156256,1.475,230477.6,1.543,355626.937,Desktop
2024-01-14,6081512,0.261,1587274,0.601,953951.674,1.548,1476717.191,Mobile
2024-01-15,129344,0.962,124428,0.503,62587.284,1.539,96321.83,Mobile
2024-01-15,3108747,0.955,2968853,0.379,1125195.287,1.3,1462753.873,Desktop
2024-01-16,5725218,0.176,1007638,0.526,530017.588,0.974,516237.131,Desktop
2024-01-17,3790586,0.065,246388,1.133,279157.604,1.197,334151.652,Mobile
2024-01-18,6689833,0.228,1525281,1.699,2591452.419,1.158,3000901.901,Desktop
2024-01-18,9539036,0.248,2365680,1.572,3718848.96,1.534,5704714.305,Mobile
2024-01-19,5514748,0.957,5277613,0.434,2290484.042,1.274,2918076.67,Desktop
2024-01-20,1754716,0.676,1186188,1.329,1576443.852,0.855,1347859.493,Mobile
2024-01-21,6877035,0.336,2310683,0.518,1196933.794,0.819,980288.777,Mobile
2024-01-21,9589819,0.004,38359,1.287,49368.033,1.446,71386.176,Mobile
2024-01-22,3293499,0.336,1106615,1.274,1409827.51,1.045,1473269.748,Desktop
2024-01-23,8091764,0.271,2192868,2.315,5076489.42,1.042,5289701.976,Desktop
2024-01-24,3475503,0.672,2335538,0.558,1303230.204,1.033,1346236.801,Mobile
2024-01-24,9259025,0.652,6036884,1.528,9224358.752,1.445,13329198.397,Mobile
2024-01-25,6216349,0.541,3363044,0.941,3164624.404,1.325,4193127.335,Mobile
2024-01-26,470339,0.591,277970,1.803,501179.91,0.932,467099.676,Desktop
2024-01-26,2489343,0.049,121977,1.755,214069.635,1.155,247250.428,Mobile
2024-01-27,4738773,0.601,2848002,1.447,4121058.894,0.987,4067485.128,Desktop
2024-01-28,8769014,0.336,2946388,1.607,4734845.516,1.24,5871208.44,Desktop
2024-01-29,3332111,0.052,173269,1.607,278443.283,0.864,240574.997,Desktop
2024-01-29,9491976,0.271,2572325,2.228,5731140.1,1.243,7123807.144,Mobile
2024-01-30,3486401,0.255,889032,1.826,1623372.432,0.843,1368502.96,Mobile
2024-01-31,8722347,0.186,1622356,1.801,2921863.156,1.085,3170221.524,Mobile
2024-02-01,1178811,0.516,608266,1.184,720186.944,1.404,1011142.469,Desktop
2024-02-01,9611888,0.86,8266223,0.145,1198602.335,0.847,1015216.178,Desktop
2024-02-02,913245,0.47,429225,1.572,674741.7,1.081,729395.778,Desktop
2024-02-03,2115112,0.112,236892,0.373,88360.716,1.114,98433.838,Mobile
2024-02-03,3199757,0.477,1526284,0.869,1326340.796,1.333,1768012.281,Desktop
2024-02-04,5255653,0.216,1135221,0.179,203204.559,0.787,159921.988,Desktop
2024-02-05,2942920,0.73,2148331,0.162,348029.622,1.236,430164.613,Mobile
2024-02-06,7624267,0.068,518450,1.434,743457.3,1.308,972442.148,Mobile
2024-02-06,5010572,0.822,4118690,2.087,8595706.03,0.932,8011198.02,Desktop
2024-02-07,9124222,0.103,939794,2.003,1882407.382,1.491,2806669.407,Desktop
2024-02-08,876448,0.816,715181,0.925,661542.425,1.006,665511.68,Mobile
2024-02-09,7435422,0.523,3888725,0.683,2655999.175,1.521,4039774.745,Desktop
2024-02-09,9829863,0.378,3715688,1.713,6364973.544,0.877,5582081.798,Desktop
2024-02-10,8869153,0.414,3671829,2.245,8243256.105,1.164,9595150.106,Desktop
2024-02-11,6602407,0.182,1201638,1.861,2236248.318,1.464,3273867.538,Desktop
2024-02-12,9832171,0.943,9271737,1.879,17421593.823,1.073,18693370.172,Desktop
2024-02-12,4295340,0.65,2791971,2.117,5910602.607,1.293,7642409.171,Desktop
2024-02-13,1553841,0.926,1438856,2.217,3189943.752,1.349,4303234.121,Mobile
2024-02-14,8812477,0.843,7428918,1.774,13178900.532,1.276,16816277.079,Mobile
2024-02-14,366469,0.118,43243,1.852,80086.036,0.865,69274.421,Desktop
2024-02-15,9522033,0.713,6789209,2.118,14379544.662,1.491,21439901.091,Desktop
2024-02-16,1652368,0.637,1052558,2.078,2187215.524,0.798,1745397.988,Mobile
2024-02-17,1429417,0.607,867656,1.725,1496706.6,0.972,1454798.815,Desktop
2024-02-17,4075889,0.253,1031199,1.324,1365307.476,1.121,1530509.681,Mobile
2024-02-18,4454924,0.631,2811057,1.998,5616491.886,1.279,7183493.122,Mobile
2024-02-19,6979345,0.584,4075937,1.548,6309550.476,1.122,7079315.634,Desktop
2024-02-20,5421626,0.172,932519,0.396,369277.524,1.176,434270.368,Desktop
2024-02-20,6309628,0.363,2290394,1.495,3424139.03,1.071,3667252.901,Mobile
2024-02-21,1386196,0.699,968951,0.579,561022.629,0.928,520629.0,Desktop
2024-02-22,526317,0.455,239474,2.021,483976.954,1.404,679503.643,Desktop
2024-02-22,9239703,0.585,5405226,1.445,7810551.57,1.177,9193019.198,Desktop
2024-02-23,3993727,0.595,2376267,1.006,2390524.602,1.029,2459849.815,Desktop
2024-02-24,4815530,0.315,1516891,0.161,244219.451,1.206,294528.658,Mobile
2024-02-25,2527388,0.865,2186190,2.058,4499179.02,0.758,3410377.697,Mobile
2024-02-25,1863824,0.834,1554429,0.237,368399.673,1.291,475603.978,Desktop
2024-02-26,7874868,0.312,2456958,1.805,4434809.19,1.491,6612300.502,Desktop
2024-02-27,3107568,0.364,1131154,0.187,211525.798,0.774,163720.968,Desktop
2024-02-28,2839916,0.337,957051,1.248,1194399.648,0.898,1072570.884,Desktop
2024-02-28,3462731,0.717,2482778,1.313,3259887.514,1.099,3582616.378,Mobile
2024-02-29,2058936,0.115,236777,0.764,180897.628,1.274,230463.578,Desktop
2024-03-01,8188783,0.598,4896892,0.67,3280917.64,1.383,4537509.096,Desktop
2024-03-02,6871270,0.367,2521756,0.579,1460096.724,1.27,1854322.839,Desktop
2024-03-02,5965600,0.677,4038711,1.391,5617847.001,0.947,5320101.11,Mobile
2024-03-03,8366340,0.903,7554805,0.241,1820708.005,1.236,2250395.094,Desktop
2024-03-04,9230152,0.773,7134907,1.736,12386198.552,1.448,17935215.503,Mobile
2024-03-04,9801362,0.754,7390226,0.214,1581508.364,1.504,2378588.579,Mobile
2024-03-05,7630229,0.886,6760382,0.702,4745788.164,1.31,6216982.495,Desktop
2024-03-06,6213063,0.482,2994696,1.31,3923051.76,1.334,5233351.048,Mobile
2024-03-07,4177691,0.525,2193287,0.801,1756822.887,1.16,2037914.549,Mobile
2024-03-07,8309314,0.653,5425982,0.724,3928410.968,0.986,3873413.214,Desktop
2024-03-08,5393288,0.766,4131258,1.819,7514758.302,1.08,8115938.966,Mobile
2024-03-09,527966,0.699,369048,2.192,808953.216,0.807,652825.245,Mobile
2024-03-10,8295278,0.658,5458292,1.455,7941814.86,0.936,7433538.709,Mobile
2024-03-10,9134847,0.025,228371,2.256,515204.976,1.195,615669.946,Mobile
2024-03-11,5841763,0.196,1144985,2.011,2302564.835,1.501,3456149.817,Mobile
2024-03-12,8860314,0.644,5706042,0.255,1455040.71,1.451,2111264.07,Desktop
2024-03-12,5528509,0.107,591550,0.718,424732.9,1.474,626056.295,Mobile
2024-03-13,8584327,0.359,3081773,1.448,4462407.304,1.273,5680644.498,Mobile
2024-03-14,5267248,0.375,1975218,0.927,1831027.086,1.033,1891450.98,Desktop
2024-03-15,9467529,0.468,4430803,1.616,7160177.648,1.335,9558837.16,Mobile
2024-03-15,7705927,0.219,1687598,1.684,2841915.032,1.515,4305501.273,Desktop
2024-03-16,4315958,0.336,1450161,1.96,2842315.56,1.14,3240239.738,Mobile
2024-03-17,6200819,0.857,5314101,1.571,8348452.671,0.928,7747364.079,Desktop
2024-03-18,1514011,0.397,601062,0.776,466424.112,0.826,385266.317,Mobile
2024-03-18,2631671,0.359,944769,1.679,1586267.151,1.32,2093872.639,Mobile
2024-03-19,5370335,0.963,5171632,0.747,3863209.104,1.275,4925591.608,Mobile
2024-03-20,6854678,0.853,5847040,1.376,8045527.04,1.476,11875197.911,Mobile
2024-03-21,2101697,0.419,880611,0.374,329348.514,1.548,509831.5,Mobile
2024-03-21,1786342,0.008,14290,2.214,31638.06,1.252,39610.851,Desktop
2024-03-22,2034332,0.559,1137191,1.332,1514738.412,1.195,1810112.402,Desktop
2024-03-23,8987338,0.431,3873542,0.445,1723726.19,0.878,1513431.595,Mobile
2024-03-23,2561127,0.147,376485,1.369,515407.965,1.204,620551.19,Mobile
2024-03-24,5466213,0.389,2126356,0.605,1286445.38,0.955,1228555.338,Desktop
2024-03-25,9510762,0.484,4603208,2.028,9335305.824,0.829,7738968.528,Mobile
2024-03-26,4524950,0.184,832590,0.807,671900.13,1.358,912440.377,Mobile
2024-03-26,312554,0.513,160340,1.812,290536.08,1.008,292860.369,Desktop
2024-03-27,3015021,0.313,943701,2.061,1944967.761,1.347,2619871.574,Desktop
2024-03-28,1888616,0.462,872540,0.387,337672.98,1.32,445728.334,Mobile
2024-03-29,5544612,0.125,693076,0.29,200992.04,1.302,261691.636,Mobile
2024-03-29,8337518,0.412,3435057,0.255,875939.535,1.498,1312157.423,Mobile
2024-03-30,1449599,0.425,616079,1.735,1068897.065,1.013,1082792.727,Mobile
2024-03-31,1641636,0.793,1301817,1.92,2499488.64,1.221,3051875.629,Desktop
2024-03-31,4605863,0.23,1059348,1.007,1066763.436,1.033,1101966.629,Desktop
2024-04-01,4173169,0.342,1427223,0.852,1215993.996,1.457,1771703.252,Mobile
2024-04-02,2822405,0.749,2113981,0.234,494671.554,1.527,755363.463,Desktop
2024-04-03,4662017,0.59,2750590,1.182,3251197.38,1.472,4785762.543,Desktop
2024-04-03,496462,0.833,413552,1.774,733641.248,1.494,1096060.025,Desktop
2024-04-04,8485333,0.003,25455,1.096,27898.68,1.16,32362.469,Mobile
2024-04-05,1623342,0.704,1142832,2.117,2419375.344,0.85,2056469.042,Mobile
2024-04-06,1676494,0.052,87177,0.386,33650.322,1.232,41457.197,Mobile
2024-04-06,5129322,0.808,4144492,2.349,9735411.708,1.549,15080152.736,Desktop
2024-04-07,7537570,0.073,550242,1.304,717515.568,0.801,574729.97,Mobile
2024-04-08,5108218,0.742,3790297,1.036,3926747.692,1.034,4060257.114,Desktop
2024-04-09,5327749,0.17,905717,1.512,1369444.104,0.827,1132530.274,Desktop
2024-04-09,3080018,0.691,2128292,1.803,3837310.476,1.391,5337698.872,Desktop
2024-04-10,4028986,0.22,886376,2.229,1975732.104,1.04,2054761.388,Desktop
2024-04-11,128378,0.489,62776,0.969,60829.944,1.109,67460.408,Desktop
2024-04-11,9305168,0.786,7313862,1.567,11460821.754,0.909,10417886.974,Desktop
2024-04-12,8738090,0.164,1433046,1.179,1689561.234,1.478,2497171.504,Mobile
2024-04-13,4155138,0.654,2717460,2.135,5801777.1,0.778,4513782.584,Desktop
2024-04-14,3067029,0.501,1536581,0.774,1189313.694,1.466,1743533.875,Mobile
2024-04-14,5962043,0.989,5896460,1.552,9151305.92,1.098,10048133.9,Mobile
2024-04-15,3252306,0.414,1346454,0.494,665148.276,0.977,649849.866,Mobile
2024-04-16,3212988,0.64,2056312,0.666,1369503.792,1.502,2056994.696,Mobile
2024-04-17,5205772,0.104,541400,2.16,1169424.0,0.995,1163576.88,Desktop
2024-04-17,3505599,0.267,935994,1.2,1123192.8,1.384,1554498.835,Desktop
2024-04-18,7886468,0.029,228707,0.243,55575.801,0.769,42737.791,Mobile
